filename,clust
input\kasumi_wav\ああいうの花女でもやりたいな！クリスマスもやりたいし、お正月には餅つきとかもしたい！.wav,1
input\kasumi_wav\ああっ、そうだった。ごめんなさい！.wav,2
input\kasumi_wav\ああ！　明日は体育があるって言ってましたもんね.wav,0
input\kasumi_wav\ああ～！　見っけ～！！.wav,2
input\kasumi_wav\あけましておめでとうございま～すっ！.wav,2
input\kasumi_wav\あこと一緒に買いに行ったんだけどかわいいものがいっぱいあって悩んじゃったよ～ねーねー！　開けてみて！.wav,0
input\kasumi_wav\あっ、ありがと、おたえ！わーい一番乗り！.wav,2
input\kasumi_wav\あっ、いたいた～！美咲ちゃ～んっ！.wav,2
input\kasumi_wav\あっ、うんっ！それじゃあ行ってくるねー！.wav,2
input\kasumi_wav\あっ、お二人に言っちゃったこと、さーやには秘密にしておいてくださいね！.wav,0
input\kasumi_wav\あっ、さーや達だ！　買い出しお疲れさま！.wav,0
input\kasumi_wav\あっ、さーや！　おたえも！.wav,2
input\kasumi_wav\あっ、そうだね！私、屋台回りた～～～い！.wav,0
input\kasumi_wav\あっ、そうだ！　おつかいに来たんでしたよね？それじゃ一緒にロビー行きましょう！　レッツゴー！.wav,0
input\kasumi_wav\あっ、そうだ！　私たち、このあとライブするんだ！よかったら聞きに来てよ。これプログラム！.wav,0
input\kasumi_wav\あっ、そっか！え～っと、辞書辞書～……！.wav,0
input\kasumi_wav\あっ、それいい！　それならCiRCLEにも行かないと！ライブのドキドキが詰まってるのは、やっぱりCiRCLEだもん！.wav,1
input\kasumi_wav\あっ、それなら私行ってみたいお店があります！.wav,0
input\kasumi_wav\あっ、ちょっと待って！確かお財布の中に……あった！.wav,0
input\kasumi_wav\あっ、でも残り１つしかない……！.wav,0
input\kasumi_wav\あっ、どうせならライブにも出てもらっちゃう！？.wav,0
input\kasumi_wav\あっ、はぐだー！トリックオアトリート！.wav,0
input\kasumi_wav\あっ、まりなさん。こんばんは！.wav,2
input\kasumi_wav\あっ、まりなさん達だ！　こんにちはーっ！.wav,2
input\kasumi_wav\あっ、まりなさん！　こんにちはっ.wav,2
input\kasumi_wav\あっ、まりなさん！　こんにちは！.wav,2
input\kasumi_wav\あっ、もちろんハロウィンの仮装をしながら！.wav,0
input\kasumi_wav\あっ、りみりんの、チョココロネの歌！じゃあ、有咲のおばあちゃんのご飯の歌？.wav,0
input\kasumi_wav\あっ、わかります！スーパーの曲とか、ＣＭで流れてる曲とか弾くと楽しいですよね！.wav,0
input\kasumi_wav\あっ、ホントだ！　ズレてる！.wav,0
input\kasumi_wav\あっ、ミッシェルだ！ミッシェルなら何か知ってるかも！.wav,2
input\kasumi_wav\あっ、ライブも！.wav,2
input\kasumi_wav\あっ、今日の放課後、蔵練だし一緒に帰るよね。雨降ったら有咲も私の傘に入る？.wav,1
input\kasumi_wav\あっ、友希那先輩、ひょっとして作曲中ですか！？.wav,0
input\kasumi_wav\あっ、彩先輩だ！　ちょうどいいところに！.wav,0
input\kasumi_wav\あっ、彩先輩！　ちょうどいいところに！.wav,2
input\kasumi_wav\あっ、彩先輩～！　こんにちは！.wav,2
input\kasumi_wav\あっ、待ってよ有咲〜！.wav,2
input\kasumi_wav\あっ、待って！　逃げちゃった～……！リサさん、こっちの細い路地裏です！　通れるかな！？.wav,0
input\kasumi_wav\あっ、懐かしいなー、その公式！私、最初全然理解できなかったよ～！.wav,0
input\kasumi_wav\あっ、時間なのでもう行きますね！.wav,2
input\kasumi_wav\あっ、有咲のおばあちゃん！よろしくおねがいしまーす！.wav,2
input\kasumi_wav\あっ、有咲！もう戻るの？.wav,0
input\kasumi_wav\あっ、遅くなったけど、あけましておめでとうございまーす！.wav,2
input\kasumi_wav\あっ。いつからそこに！？私がニヤニヤしてたの、見てたの！？それならもっと早く声かけてよ～！.wav,0
input\kasumi_wav\あっ。こんにちは！.wav,2
input\kasumi_wav\あっ。だ！こんにちは～！.wav,2
input\kasumi_wav\あっ。まだ、なにか……？.wav,0
input\kasumi_wav\あっそれとも、私が塾に行ってみる……！？勉強は大変そうだけど、どっちも楽しいだろうな～！.wav,0
input\kasumi_wav\あっちが有咲！.wav,0
input\kasumi_wav\あっちの通りかな？　でも、こっちの通りも面白そう♪.wav,0
input\kasumi_wav\あっちゃん……大きくなったね.wav,1
input\kasumi_wav\あっちゃん、えらいね～！立派な妹を持って、お姉ちゃんは鼻が高いよ！いい子いい子～♪.wav,0
input\kasumi_wav\あっちゃん、今日は楽しかった？.wav,1
input\kasumi_wav\あっちゃん、子どもの頃キャンプに行ったこと覚えてる？夜、ふたりでテントを抜け出して、森の中を探検したよね.wav,1
input\kasumi_wav\あっちゃん、来てくれないの？.wav,0
input\kasumi_wav\あっちゃんとゆりさんって、知り合いなんだよね.wav,0
input\kasumi_wav\あっちゃんにその話をしたら、どうやって作ったの？　って聞かれたので、おうちで一緒に作ったんです～！……ホントに楽しかったな～.wav,0
input\kasumi_wav\あっちゃんもあった？.wav,1
input\kasumi_wav\あっちゃんもそう思う！？　なんて言うの？　運命！？ライブに呼ばれた感じしたんだ！　一緒にやろーって！.wav,0
input\kasumi_wav\あっちゃーん！　こっちこっちー！.wav,0
input\kasumi_wav\あっちゃ～んっ！　これ、見て見て～！.wav,2
input\kasumi_wav\あっちゃ～ん！　見てみて～っ！！.wav,2
input\kasumi_wav\あっちゃ～～～～～～ん！　それだよ～～～～～～っ！！.wav,2
input\kasumi_wav\あっ！　ごめ～ん、ありがとさーや！それじゃあっちゃん、またライブ終わったときにね！.wav,0
input\kasumi_wav\あっ！　そうだった～～！　長くは遊べないかも.wav,2
input\kasumi_wav\あっ！　また知らない単語……うぅ、辞書ばっかり引いてたら、頭がぐるぐるしてきた～…….wav,0
input\kasumi_wav\あっ！　マッスー発見～！！お誕生日おめでとう～～！！.wav,2
input\kasumi_wav\あっ！　仮装してハロウィンライブしたら、すっごく楽しいかも……！？.wav,1
input\kasumi_wav\あっ！　友希那先輩！！.wav,2
input\kasumi_wav\あっ！　向こうで何かやってますよ！.wav,2
input\kasumi_wav\あっ！　猫だーっ！リサさん！　あそこに猫がいますよ！.wav,2
input\kasumi_wav\あっ！　見てみて。この写真すっごくいいと思わない！？.wav,0
input\kasumi_wav\あっ！もしかしてこの貼り紙間違いなのかも！.wav,2
input\kasumi_wav\あっ！！　写真！ライブ告知用の写真を送ってくださいって言われてたんだ！.wav,2
input\kasumi_wav\あと、みんなが同じ気持ちで演奏している、それが私達ポピパの強みだって！.wav,0
input\kasumi_wav\あと、テストでいい点数が取れますようにに、風邪を引きませんように、あとはケガをしませんように、それから…….wav,1
input\kasumi_wav\あと、ライブの場所のこともちょっと心配なんだ。今からライブできる場所って、どこかあるかな……？確かCiRCLEは、しばらく予定がいっぱいだって言ってたし.wav,1
input\kasumi_wav\あと、何を食べてるか聞きたくない？音楽は好きかな〜？　一緒に歌えたら楽しそうだな〜！.wav,1
input\kasumi_wav\あと、水たまりの中を歩くのとか楽しいですよね？今でもやりたくなっちゃいます.wav,0
input\kasumi_wav\あとあと、夜にみんなで秘密言い合うの、楽しかったね～！.wav,0
input\kasumi_wav\あとは……おたえだね。今日も昼休みになった途端どっか行っちゃったけど…….wav,1
input\kasumi_wav\あとは……たし算とひき算しかできなかったけど、かけ算とわり算もできるようになった！.wav,0
input\kasumi_wav\あとは……みんな大好き～！　って気持ち！.wav,0
input\kasumi_wav\あとは、ペットショップにも行きたいな〜……３階にあるやつ！.wav,0
input\kasumi_wav\あとは、葉っぱの上にキラキラ光ってる水滴を見るのも好きだし、クモの巣に水滴がついてるのを見るのも好きだし.wav,1
input\kasumi_wav\あとは、転んでケガしちゃった時も、はぐは私のこと助けてくれたんだよ！.wav,1
input\kasumi_wav\あとアイスコーヒーとミルクティーでお待ちのお客さま！お待たせしました、ごゆっくりどうぞ～.wav,0
input\kasumi_wav\あと時間も前はもうちょっと早かったよね？それにほら、そもそもライブハウスが違うし！.wav,1
input\kasumi_wav\あなた達、ポピパにすべてを賭ける覚悟は……ある？.wav,1
input\kasumi_wav\あの、ライブの時はもいろいろアドバイスとかもらおうと思うんで！.wav,0
input\kasumi_wav\あの、高校生……ダメですか？.wav,0
input\kasumi_wav\あのさ……それより、昨日の話どうしてダメなんだろ……？.wav,1
input\kasumi_wav\あのさ、さーや……ひとつだけ言っていい？.wav,0
input\kasumi_wav\あのさ、前にビデオ通話でオーナーに向けてライブした時、どこに向けて歌を届ければいいか、結局答えは出なかったよね？.wav,0
input\kasumi_wav\あのさ、有咲……もし有咲が何か悩んでいるなら、私達に話してくれない……？.wav,1
input\kasumi_wav\あのさ、有咲。今、おたえがライブできる場所を探してくれてるんだけど、なかなか見つからないんだって！.wav,1
input\kasumi_wav\あのさ～、ちょっとだけでいいから、カラオケ行かない……？ホント、ちょっとだけ！.wav,0
input\kasumi_wav\あのっ、紗夜先輩ってどんなチョコが好きですか！？.wav,0
input\kasumi_wav\あのっ！　お願いがあります！.wav,2
input\kasumi_wav\あのときも似合ってるって思ったけど、今日はなんだか、もっと似合ってる感じがして！あっちゃんもそう思うよね？.wav,0
input\kasumi_wav\あのね、ロックのクラスのハロウィンカフェすごかったんですよ！教室の中がハロウィンの飾りでいっぱいで、マッスー直伝のケーキがすっごく美味しかったんです！.wav,1
